Age,Gender,EmploymentStatus,MonthlyIncome,Education,FlightsPerYear,TravelPurpose,AvgSpendPerFlight,Class,AirlinePrefReason,ValuedServices,PainPoints,BundledOfferInterest,PersonalizationImportance,CustomizableServices,BookingDevice,TechComfortLevel,AppUsage,DataSharingConsent,WillingToUsePersonalizationApp,WillingToPayExtra,PercentWillingToSpendMore,RecommendsInAppOffers,TrustsAirlinesWithData,WillRecommendToOthers
36,Other,Self-employed,2087,Doctorate,9+,Leisure,454,First Class,Others,Food,"Baggage loss, Poor customer service, Expensive tickets",No,1,Meals,Website,4,Yes,Maybe,Yes,No,10,Yes,Maybe,Yes
55,Female,Self-employed,4935,Master’s,5-8,Family,618,Economy,Loyalty Program,Food,Delays,Yes,3,"Boarding experience, Seats, Meals",Website,5,No,Maybe,Yes,Yes,20,No,No,Yes
20,Prefer not to say,Retired,3533,Doctorate,9+,Leisure,428,Premium Economy,Loyalty Program,"WiFi, Others, Customer Service, Entertainment","Poor customer service, Expensive tickets",Yes,5,"Meals, Check-in process, Seats",Agent,1,Yes,No,Yes,Yes,10,Yes,Yes,Yes
40,Prefer not to say,Self-employed,1425,High school,0-1,Other,362,Premium Economy,Loyalty Program,"Others, Food","Baggage loss, Expensive tickets",No,5,"Entertainment, Check-in process",App,5,Yes,Yes,Yes,No,10,No,No,Yes
60,Prefer not to say,Employed,3364,Bachelor’s,0-1,Leisure,100,Economy,Service,"Cleanliness, Others","Limited amenities, Baggage loss",Yes,3,"Seats, Meals",App,1,Yes,Yes,Yes,Yes,15,No,Yes,Yes
54,Other,Unemployed,1838,Doctorate,2-4,Business,466,Economy,Pricing,WiFi,"Delays, Poor customer service",Yes,1,"Seats, Check-in process, Meals",App,2,No,Yes,Maybe,No,5,Yes,No,Yes
18,Other,Self-employed,500,Other,0-1,Other,404,First Class,Brand,"Food, WiFi, Cleanliness, Customer Service","Lack of customization, Limited amenities, Expensive tickets",Yes,2,"Seats, Others",Agent,2,No,Yes,Maybe,Yes,0,No,Yes,No
18,Other,Self-employed,2519,Other,2-4,Family,404,Premium Economy,Pricing,"Cleanliness, Entertainment","Delays, Limited amenities, Expensive tickets",Yes,3,Entertainment,Website,4,Yes,No,Yes,No,10,No,Maybe,Yes
32,Other,Unemployed,4882,Bachelor’s,0-1,Business,395,Economy,Others,"Entertainment, Cleanliness","Delays, Baggage loss, Limited amenities",Yes,2,"Meals, Boarding experience, Check-in process",Agent,3,Yes,Yes,Maybe,No,10,Yes,Yes,No
21,Male,Unemployed,3888,Master’s,5-8,Leisure,285,First Class,Service,"Cleanliness, Food, Legroom","Baggage loss, Limited amenities",No,4,Seats,Website,1,Yes,Maybe,Yes,Yes,0,Yes,Maybe,Yes
33,Other,Student,2267,Other,0-1,Other,494,Economy,Service,"Entertainment, Customer Service, WiFi","Limited amenities, Poor customer service",Yes,1,Check-in process,Agent,2,Yes,Yes,Yes,No,10,Yes,Yes,Yes
25,Male,Employed,3298,Other,2-4,Leisure,576,First Class,Pricing,WiFi,"Limited amenities, Baggage loss, Lack of customization",Yes,5,"Others, Check-in process, Seats",Website,1,Yes,Yes,No,No,5,No,Yes,No
32,Prefer not to say,Unemployed,2223,Master’s,2-4,Family,386,Business,Loyalty Program,Entertainment,"Baggage loss, Limited amenities, Poor customer service",No,2,"Entertainment, Check-in process, Seats",App,5,Yes,No,Yes,No,10,No,Maybe,Yes
18,Female,Self-employed,4175,Doctorate,2-4,Family,358,Premium Economy,Brand,"WiFi, Legroom, Cleanliness, Food",Expensive tickets,Yes,2,"Others, Meals",Website,4,Yes,Maybe,Yes,Yes,0,No,Maybe,Yes
26,Prefer not to say,Self-employed,5397,Doctorate,2-4,Leisure,520,Business,Pricing,"Legroom, Customer Service, Others, Entertainment","Expensive tickets, Poor customer service, Lack of customization",Yes,2,"Seats, Meals, Entertainment",App,1,No,Yes,Maybe,No,10,No,No,Yes
23,Female,Employed,500,Master’s,5-8,Leisure,255,Business,Pricing,"Cleanliness, Legroom, Others","Baggage loss, Delays, Limited amenities",Yes,3,"Check-in process, Entertainment, Boarding experience",App,3,No,Maybe,No,Yes,20,No,Maybe,No
23,Other,Student,2966,High school,0-1,Other,296,Premium Economy,Others,Customer Service,Poor customer service,Yes,1,"Check-in process, Meals, Entertainment",App,3,No,Maybe,Maybe,Yes,10,Yes,Maybe,No
18,Prefer not to say,Retired,3449,High school,9+,Other,428,Business,Pricing,"Others, WiFi, Cleanliness",Baggage loss,Yes,2,"Entertainment, Meals",Agent,3,Yes,Maybe,Yes,Yes,10,Yes,Yes,Yes
46,Prefer not to say,Student,2843,Master’s,9+,Business,458,Premium Economy,Loyalty Program,"WiFi, Cleanliness","Limited amenities, Lack of customization, Poor customer service",Yes,1,Meals,App,2,Yes,Maybe,Yes,Yes,0,Yes,Yes,Yes
39,Other,Student,3292,High school,2-4,Family,433,First Class,Pricing,"WiFi, Cleanliness","Limited amenities, Delays",No,5,"Seats, Others",Agent,4,Yes,No,No,Yes,15,No,Yes,No
24,Prefer not to say,Retired,4442,Master’s,5-8,Business,364,Economy,Pricing,"Legroom, Entertainment",Expensive tickets,Yes,1,Check-in process,App,5,No,Maybe,No,No,15,Yes,No,Yes
25,Female,Unemployed,3477,High school,9+,Business,514,First Class,Pricing,Others,"Poor customer service, Baggage loss, Lack of customization",Yes,5,"Others, Check-in process, Entertainment",Website,4,Yes,Maybe,Yes,Yes,5,No,Yes,Yes
46,Male,Unemployed,3858,Doctorate,0-1,Business,294,Premium Economy,Brand,Cleanliness,"Limited amenities, Lack of customization, Expensive tickets",No,4,"Seats, Others, Meals",Agent,3,No,Yes,No,Yes,5,Yes,No,Yes
30,Female,Student,3169,Doctorate,0-1,Other,224,First Class,Others,"Others, Legroom, Entertainment","Limited amenities, Poor customer service",Yes,4,"Others, Entertainment",App,4,Yes,Yes,Yes,Yes,20,No,Maybe,Yes
33,Female,Student,2417,Master’s,0-1,Business,354,First Class,Brand,"Legroom, WiFi",Poor customer service,Yes,2,Entertainment,App,5,No,Yes,Yes,Yes,15,Yes,Maybe,Yes
51,Female,Retired,500,Bachelor’s,5-8,Family,391,Economy,Service,WiFi,"Delays, Poor customer service",Yes,1,"Meals, Seats",App,1,No,Yes,Yes,No,15,No,Maybe,Yes
29,Other,Unemployed,4289,Bachelor’s,2-4,Family,411,Premium Economy,Brand,WiFi,Expensive tickets,Yes,1,"Check-in process, Others",Website,2,No,Maybe,Maybe,No,15,Yes,No,No
24,Female,Retired,5130,Master’s,5-8,Business,263,Premium Economy,Others,Legroom,"Expensive tickets, Delays",Yes,2,"Entertainment, Boarding experience, Check-in process",Agent,1,No,No,Yes,Yes,10,No,Maybe,Yes
22,Male,Retired,3893,Doctorate,2-4,Leisure,311,First Class,Pricing,"Entertainment, Others","Limited amenities, Expensive tickets",No,4,"Check-in process, Meals",App,3,Yes,No,Yes,Yes,0,No,Yes,Yes
19,Male,Retired,1831,Doctorate,0-1,Family,581,First Class,Brand,"Customer Service, Cleanliness, Food, Legroom","Limited amenities, Delays, Baggage loss",Yes,4,"Entertainment, Meals",Agent,1,Yes,No,Yes,Yes,5,No,Maybe,Yes
30,Other,Unemployed,2699,Bachelor’s,9+,Business,434,Premium Economy,Others,"Entertainment, Others","Limited amenities, Lack of customization",No,2,"Meals, Boarding experience",Agent,3,Yes,No,Yes,No,5,Yes,Yes,Yes
46,Prefer not to say,Unemployed,1833,Bachelor’s,2-4,Other,237,Economy,Service,"Food, Cleanliness, Customer Service","Poor customer service, Limited amenities",Yes,3,"Meals, Others, Check-in process",Agent,5,No,Maybe,Yes,Yes,10,No,Maybe,Yes
56,Prefer not to say,Retired,2635,Bachelor’s,2-4,Business,116,Business,Brand,"Entertainment, WiFi","Delays, Lack of customization",Yes,4,Boarding experience,Website,1,No,Maybe,Maybe,No,5,No,Yes,No
28,Female,Self-employed,2794,Doctorate,9+,Business,652,First Class,Others,"Legroom, Cleanliness, Entertainment, Customer Service","Baggage loss, Poor customer service",Yes,5,"Seats, Meals, Entertainment",App,2,No,Yes,Maybe,Yes,5,No,Maybe,Yes
45,Female,Student,1897,Bachelor’s,2-4,Leisure,648,First Class,Pricing,Others,Poor customer service,No,4,"Boarding experience, Seats",Website,1,No,Yes,Yes,No,0,Yes,Maybe,Yes
45,Other,Student,4907,Master’s,5-8,Other,423,Premium Economy,Pricing,"Food, WiFi, Legroom","Delays, Baggage loss, Lack of customization",Yes,1,Others,Website,5,Yes,Yes,Maybe,No,5,Yes,Maybe,No
34,Other,Unemployed,4336,High school,0-1,Other,400,Economy,Pricing,"Legroom, WiFi, Food, Cleanliness","Baggage loss, Poor customer service",Yes,3,"Seats, Others, Entertainment",Agent,2,Yes,Yes,Yes,Yes,10,No,Yes,Yes
38,Other,Self-employed,3467,Doctorate,2-4,Business,100,First Class,Service,"Others, Legroom, Cleanliness",Lack of customization,Yes,5,Boarding experience,App,4,No,No,Yes,Yes,20,No,Maybe,Yes
29,Other,Student,2227,Other,2-4,Leisure,436,Premium Economy,Loyalty Program,"Others, Legroom",Lack of customization,Yes,2,"Seats, Check-in process, Meals",Website,1,No,Maybe,Maybe,Yes,5,Yes,No,No
35,Prefer not to say,Unemployed,1879,Master’s,2-4,Other,362,Premium Economy,Others,"Entertainment, Food, Customer Service","Expensive tickets, Lack of customization",No,1,"Others, Seats",Agent,5,No,No,Maybe,No,15,No,No,No
38,Male,Employed,4231,High school,0-1,Leisure,412,Economy,Service,"Others, WiFi","Expensive tickets, Baggage loss",Yes,3,"Boarding experience, Others",App,5,Yes,Yes,Maybe,No,10,Yes,Yes,Yes
32,Female,Student,500,Bachelor’s,2-4,Family,257,Economy,Pricing,"Others, Entertainment","Expensive tickets, Limited amenities, Delays",Yes,5,"Meals, Entertainment, Boarding experience",Website,1,Yes,No,Yes,No,0,Yes,Maybe,Yes
28,Female,Employed,4479,Bachelor’s,2-4,Family,293,Premium Economy,Loyalty Program,"Customer Service, Legroom",Delays,Yes,3,"Others, Boarding experience, Meals",App,2,No,No,Yes,Yes,5,Yes,No,Yes
30,Other,Retired,1550,Doctorate,5-8,Leisure,200,Economy,Pricing,"Food, Legroom","Baggage loss, Delays",No,4,"Boarding experience, Entertainment",Website,2,Yes,Yes,Yes,No,15,Yes,Maybe,Yes
34,Female,Unemployed,15351,High school,2-4,Leisure,348,First Class,Loyalty Program,Cleanliness,Delays,No,3,Others,Website,2,No,No,Yes,Yes,0,Yes,Maybe,Yes
37,Prefer not to say,Self-employed,2236,Doctorate,0-1,Leisure,385,Economy,Others,"WiFi, Legroom, Food, Others",Lack of customization,Yes,5,"Entertainment, Meals",Website,1,Yes,Yes,No,Yes,10,No,Maybe,Yes
23,Other,Self-employed,2375,High school,5-8,Business,390,Business,Service,"WiFi, Customer Service","Delays, Expensive tickets, Baggage loss",Yes,5,"Check-in process, Boarding experience",Website,2,No,No,No,Yes,0,No,Maybe,No
38,Female,Employed,3395,High school,2-4,Family,143,Business,Others,Customer Service,Limited amenities,Yes,3,"Check-in process, Others, Seats",Website,4,No,Maybe,Yes,Yes,5,Yes,Yes,Yes
61,Female,Retired,4645,Other,9+,Family,165,Economy,Brand,Food,"Poor customer service, Lack of customization",No,4,"Seats, Boarding experience",Website,5,No,Maybe,Yes,Yes,20,Yes,Maybe,Yes
18,Female,Self-employed,3856,Doctorate,9+,Leisure,152,First Class,Service,Cleanliness,"Expensive tickets, Poor customer service, Lack of customization",Yes,5,Entertainment,Website,2,No,Maybe,Yes,Yes,5,No,Yes,Yes
41,Female,Employed,3165,Bachelor’s,5-8,Business,306,Economy,Others,"Entertainment, Cleanliness","Limited amenities, Poor customer service, Baggage loss",No,4,Boarding experience,Website,2,No,Yes,No,Yes,0,Yes,Yes,Yes
39,Other,Student,500,Master’s,2-4,Business,312,Economy,Others,"Legroom, Food, Others, WiFi",Poor customer service,No,1,"Entertainment, Seats",Agent,3,No,Yes,Yes,No,5,No,Maybe,Yes
32,Male,Student,4196,Bachelor’s,0-1,Business,121,Economy,Others,"Food, Entertainment",Lack of customization,Yes,2,Entertainment,Website,1,Yes,Maybe,Yes,Yes,0,Yes,Maybe,Yes
35,Male,Unemployed,3837,High school,2-4,Other,349,First Class,Pricing,"Legroom, Entertainment, Others",Limited amenities,No,1,"Check-in process, Meals",Website,3,Yes,Maybe,Yes,Yes,10,No,Yes,Yes
18,Male,Retired,3486,Master’s,2-4,Other,129,Premium Economy,Service,"Legroom, WiFi, Others","Limited amenities, Baggage loss",Yes,1,Meals,Website,1,Yes,Maybe,Maybe,No,5,No,Maybe,Yes
34,Prefer not to say,Self-employed,4767,Bachelor’s,2-4,Business,436,First Class,Brand,"Others, Entertainment, WiFi","Baggage loss, Poor customer service, Limited amenities",No,4,"Check-in process, Boarding experience, Entertainment",Website,4,Yes,No,Maybe,Yes,10,No,Maybe,No
19,Female,Retired,3414,High school,5-8,Other,401,Economy,Loyalty Program,"Others, Entertainment, WiFi","Lack of customization, Poor customer service, Delays",Yes,4,"Boarding experience, Others, Meals",App,3,Yes,Yes,Maybe,No,5,Yes,No,No
28,Other,Self-employed,3756,High school,9+,Leisure,272,Premium Economy,Brand,"Legroom, Entertainment, Food","Poor customer service, Lack of customization, Expensive tickets",No,5,Meals,Website,3,No,Maybe,Yes,Yes,15,Yes,No,Yes
18,Male,Self-employed,5179,Doctorate,2-4,Leisure,388,First Class,Brand,Cleanliness,Delays,No,2,"Entertainment, Others, Check-in process",Agent,3,Yes,Yes,Yes,Yes,5,No,Yes,Yes
29,Other,Retired,4048,Other,0-1,Business,142,Premium Economy,Loyalty Program,Entertainment,"Poor customer service, Delays, Expensive tickets",No,4,"Seats, Entertainment, Meals",Website,5,No,No,Yes,Yes,0,Yes,No,Yes
35,Prefer not to say,Student,3246,Other,9+,Family,729,First Class,Brand,"Others, Legroom, Food, Cleanliness",Poor customer service,Yes,3,"Entertainment, Seats, Others",Agent,5,Yes,Yes,Yes,Yes,20,No,Maybe,Yes
45,Female,Retired,3316,High school,0-1,Family,558,Business,Pricing,"Cleanliness, Customer Service, Legroom, WiFi","Baggage loss, Expensive tickets",No,4,Entertainment,App,2,Yes,No,Yes,Yes,10,No,Maybe,Yes
36,Female,Employed,1745,High school,9+,Other,613,First Class,Service,Others,"Poor customer service, Delays",Yes,2,"Meals, Check-in process, Boarding experience",Website,5,No,Yes,No,No,5,No,No,Yes
44,Other,Retired,2569,High school,9+,Other,287,Premium Economy,Others,"Food, Entertainment, Others, Legroom","Delays, Expensive tickets",No,1,"Others, Entertainment, Meals",App,1,No,Yes,Yes,No,15,Yes,Maybe,Yes
22,Prefer not to say,Unemployed,2910,High school,9+,Other,474,Premium Economy,Service,Others,Poor customer service,Yes,5,"Seats, Check-in process, Meals",Agent,5,Yes,Maybe,Maybe,Yes,10,Yes,No,Yes
23,Female,Unemployed,4394,Master’s,2-4,Leisure,163,First Class,Pricing,"Cleanliness, WiFi, Customer Service, Legroom","Lack of customization, Expensive tickets",Yes,4,"Entertainment, Meals, Seats",App,5,Yes,Yes,No,Yes,5,No,No,Yes
22,Male,Self-employed,500,Master’s,9+,Other,384,Economy,Loyalty Program,"WiFi, Customer Service","Lack of customization, Poor customer service",Yes,1,"Entertainment, Boarding experience",Agent,2,No,Yes,Yes,No,5,Yes,Yes,Yes
34,Female,Student,3545,Doctorate,0-1,Other,443,First Class,Others,Legroom,"Poor customer service, Expensive tickets, Baggage loss",Yes,3,"Boarding experience, Others, Seats",App,4,No,Maybe,Maybe,Yes,5,Yes,No,Yes
35,Female,Unemployed,4739,High school,0-1,Other,545,Economy,Others,"Legroom, Cleanliness","Delays, Poor customer service",Yes,2,Boarding experience,Agent,5,Yes,Maybe,No,Yes,0,No,Yes,No
30,Female,Retired,3278,Bachelor’s,9+,Leisure,276,Business,Brand,"Others, WiFi, Cleanliness","Baggage loss, Lack of customization",No,5,Others,Agent,4,No,Yes,Yes,Yes,15,Yes,No,Yes
41,Male,Retired,773,Doctorate,0-1,Leisure,368,First Class,Loyalty Program,"Food, WiFi, Customer Service, Cleanliness","Baggage loss, Delays, Limited amenities",Yes,4,Others,App,4,Yes,Maybe,Maybe,No,20,No,No,Yes
47,Other,Retired,709,Doctorate,2-4,Family,342,Business,Others,"WiFi, Others, Food, Cleanliness","Limited amenities, Expensive tickets, Baggage loss",No,2,"Entertainment, Meals, Check-in process",Agent,1,Yes,Yes,Maybe,No,5,No,Yes,Yes
28,Female,Retired,2364,Master’s,9+,Other,195,Economy,Service,"Cleanliness, Legroom, WiFi, Food","Baggage loss, Poor customer service",No,2,"Entertainment, Seats, Others",Website,2,No,No,Yes,Yes,5,No,No,Yes
21,Other,Student,2377,Doctorate,5-8,Leisure,229,Economy,Brand,"Legroom, Food, Customer Service, Entertainment","Limited amenities, Poor customer service",No,2,Meals,App,4,Yes,No,Yes,No,10,No,No,Yes
26,Male,Employed,3742,Master’s,5-8,Other,457,Premium Economy,Service,Entertainment,Lack of customization,No,2,Check-in process,Agent,5,Yes,Yes,Yes,Yes,5,No,Yes,Yes
23,Prefer not to say,Retired,4691,Other,9+,Leisure,141,Premium Economy,Brand,"Customer Service, Others, Cleanliness, Food","Limited amenities, Lack of customization, Baggage loss",Yes,3,"Others, Check-in process, Boarding experience",Agent,5,No,Maybe,Yes,Yes,10,Yes,No,Yes
25,Prefer not to say,Student,1856,Master’s,0-1,Leisure,555,Business,Others,"WiFi, Customer Service","Lack of customization, Baggage loss",Yes,3,Boarding experience,Agent,2,Yes,Yes,Maybe,No,5,Yes,Yes,Yes
51,Male,Self-employed,2397,Master’s,0-1,Other,562,First Class,Service,Others,"Limited amenities, Baggage loss",Yes,3,"Boarding experience, Seats, Meals",Website,1,Yes,Yes,Yes,No,20,No,Yes,Yes
51,Prefer not to say,Employed,3709,High school,9+,Family,303,First Class,Brand,"Cleanliness, Others","Baggage loss, Expensive tickets, Delays",No,5,"Others, Meals, Seats",Agent,2,Yes,No,Maybe,Yes,5,No,No,No
18,Male,Retired,2523,Master’s,9+,Leisure,425,Economy,Brand,"Customer Service, Food, WiFi, Others","Limited amenities, Expensive tickets",Yes,1,"Boarding experience, Check-in process",Website,1,No,Maybe,Yes,No,10,Yes,Maybe,Yes
44,Other,Student,2019,Master’s,2-4,Family,404,First Class,Brand,Cleanliness,Expensive tickets,Yes,1,"Meals, Check-in process, Entertainment",Website,1,Yes,Yes,Yes,No,5,Yes,Maybe,Yes
25,Female,Student,2158,Doctorate,5-8,Business,226,Premium Economy,Loyalty Program,Others,"Limited amenities, Baggage loss, Delays",Yes,3,"Others, Boarding experience, Seats",Agent,2,No,Yes,Yes,Yes,5,Yes,No,Yes
26,Female,Self-employed,3606,Master’s,5-8,Other,507,Business,Others,Others,"Poor customer service, Limited amenities",Yes,4,"Boarding experience, Check-in process, Meals",App,3,Yes,Yes,No,No,15,No,No,Yes
40,Male,Unemployed,4020,High school,5-8,Business,555,First Class,Service,"Others, Customer Service","Expensive tickets, Delays, Limited amenities",No,4,Entertainment,App,5,Yes,Maybe,No,Yes,10,No,No,Yes
39,Male,Self-employed,2105,Doctorate,5-8,Family,714,First Class,Brand,"Customer Service, Cleanliness",Poor customer service,Yes,4,"Seats, Others",Website,1,Yes,Yes,No,No,0,No,Yes,No
28,Male,Employed,3334,Other,2-4,Leisure,459,Economy,Others,Cleanliness,Lack of customization,No,4,Others,Agent,1,Yes,Maybe,Yes,Yes,0,No,Maybe,Yes
18,Other,Student,4491,Doctorate,0-1,Leisure,496,First Class,Brand,"Customer Service, Cleanliness","Delays, Poor customer service",No,4,"Boarding experience, Meals, Others",Agent,2,No,Maybe,Yes,Yes,0,Yes,Yes,Yes
18,Female,Retired,6063,Doctorate,5-8,Family,533,Economy,Others,Others,"Poor customer service, Delays",No,1,"Meals, Seats, Boarding experience",Agent,5,Yes,Maybe,Maybe,No,15,Yes,Yes,Yes
38,Female,Employed,1999,Doctorate,9+,Business,429,Economy,Brand,"Customer Service, Entertainment, Others",Expensive tickets,Yes,4,Meals,Agent,1,Yes,Maybe,No,Yes,0,No,No,Yes
28,Female,Student,2393,Master’s,2-4,Other,486,Economy,Loyalty Program,"Entertainment, Others, Cleanliness, Customer Service","Limited amenities, Delays",Yes,2,Check-in process,App,3,No,Maybe,Yes,No,10,Yes,Maybe,Yes
33,Other,Unemployed,3772,Doctorate,9+,Other,522,Premium Economy,Loyalty Program,"Food, Entertainment","Lack of customization, Poor customer service, Delays",No,2,Meals,Agent,4,Yes,Maybe,Yes,Yes,10,Yes,Yes,Yes
43,Other,Unemployed,963,Other,9+,Business,448,Premium Economy,Loyalty Program,"WiFi, Entertainment, Others, Legroom",Delays,No,4,Check-in process,App,3,Yes,Yes,No,Yes,0,No,No,Yes
33,Male,Student,4620,Bachelor’s,0-1,Business,541,Premium Economy,Pricing,"Cleanliness, WiFi",Expensive tickets,Yes,1,"Entertainment, Others, Meals",Agent,2,No,No,Yes,Yes,20,No,Yes,Yes
39,Male,Retired,4607,Bachelor’s,9+,Business,452,Economy,Others,"WiFi, Food, Legroom, Entertainment","Expensive tickets, Limited amenities",No,3,"Boarding experience, Meals, Seats",Website,3,No,Maybe,Yes,Yes,20,No,Yes,Yes
26,Male,Student,2812,Other,0-1,Business,527,First Class,Brand,"Customer Service, Food, Entertainment","Expensive tickets, Poor customer service",No,2,Boarding experience,Agent,3,Yes,Yes,Yes,No,5,Yes,No,Yes
40,Prefer not to say,Unemployed,4314,High school,2-4,Other,384,Economy,Loyalty Program,"Entertainment, Customer Service","Delays, Poor customer service",Yes,3,"Others, Meals",Website,4,Yes,Yes,Yes,Yes,5,Yes,No,Yes
28,Other,Student,3300,High school,5-8,Leisure,491,Economy,Pricing,"Food, Cleanliness, WiFi, Legroom","Delays, Expensive tickets",No,1,"Boarding experience, Check-in process",Agent,1,No,Yes,Yes,Yes,10,No,Yes,Yes
31,Female,Employed,500,Other,5-8,Family,568,First Class,Others,"WiFi, Cleanliness, Legroom","Limited amenities, Expensive tickets",Yes,1,"Entertainment, Check-in process, Seats",Website,4,Yes,Maybe,Maybe,Yes,10,No,No,No
